,NAME,YEAR,CMP,PATT,CMP%,PYDS,PAVG,PLNG,PTD,INT,SACK,RTG
1159,Taylor Potts,2010,369,551,67.0,"3,726",6.8,55,35,10,17,141.1
1160,G.J. Kinne,2010,275,460,59.8,"3,650",7.9,75,31,10,28,144.3
1161,Russell Wilson,2010,308,527,58.4,"3,563",6.8,60,28,14,39,127.5
1162,Robert Griffin III,2010,304,454,67.0,"3,501",7.7,94,22,8,20,144.2
1163,T.J. Yates,2010,282,422,66.8,"3,418",8.1,97,19,9,37,145.5
1164,Ryan Radcliff,2010,282,466,60.5,"3,358",7.2,70,17,17,33,125.8
1165,Andrew Luck,2010,263,372,70.7,"3,338",9.0,81,32,8,6,170.2
1166,Alex Carder,2010,289,458,63.1,"3,334",7.3,74,30,12,30,140.6
1167,Nathan Enderle,2010,271,478,56.7,"3,314",6.9,76,22,16,39,123.4
1168,Ben Chappell,2010,302,483,62.5,"3,295",6.8,65,24,9,11,132.5
1169,Nick Foles,2010,286,426,67.1,"3,191",7.5,85,20,10,23,140.9
1170,Blaine Gabbert,2010,301,475,63.4,"3,186",6.7,68,16,9,23,127.0
1171,Mike Hartline,2010,268,405,66.2,"3,178",7.8,55,23,9,14,146.4
1172,Sean Renfree,2010,285,464,61.4,"3,131",6.7,70,14,17,23,120.7
1173,Austin Davis,2010,278,442,62.9,"3,103",7.0,67,20,6,17,134.1
1174,Stephen Garcia,2010,224,349,64.2,"3,059",8.8,72,20,14,24,148.7
1175,Aaron Murray,2010,209,342,61.1,"3,049",8.9,66,24,8,24,154.5
1176,Colin Kaepernick,2010,233,359,64.9,"3,022",8.4,79,21,8,10,150.5
1177,Ricky Stanzi,2010,221,345,64.1,"3,004",8.7,70,25,6,19,157.6
1178,Greg McElroy,2010,222,313,70.9,"2,987",9.5,85,20,5,30,169.0
1179,Bryan Ellis,2010,231,411,56.2,"2,940",7.2,72,25,12,7,130.5
1180,Ryan Aplin,2010,250,408,61.3,"2,934",7.2,65,21,11,23,133.3
1181,Zach Collaros,2010,225,383,58.7,"2,902",7.6,69,26,14,30,137.5
1182,Darron Thomas,2010,222,361,61.5,"2,881",8.0,84,30,9,10,151.0
1183,Jordan La Secla,2010,231,391,59.1,"2,860",7.3,75,16,16,29,125.8
1184,Andy Dalton,2010,209,316,66.1,"2,857",9.0,93,27,6,8,166.5
1185,Cam Newton,2010,185,280,66.1,"2,854",10.2,94,30,7,23,182.0
1186,Kirk Cousins,2010,226,338,66.9,"2,825",8.4,55,20,10,20,150.7
1187,Ryan Colburn,2010,227,360,63.1,"2,817",7.8,78,23,9,36,144.9
1188,Marc Verica,2010,233,396,58.8,"2,799",7.1,76,14,14,21,122.8
1189,Matt Barkley,2010,236,377,62.6,"2,791",7.4,61,26,12,16,141.2
1190,Jeff Tuel,2010,219,366,59.8,"2,780",7.6,83,18,12,48,133.3
1191,Terrelle Pryor Sr.,2010,210,323,65.0,"2,772",8.6,65,27,11,19,157.9
1192,Geno Smith,2010,241,372,64.8,"2,763",7.4,71,24,7,28,144.7
1193,Trevor Vittatoe,2010,220,407,54.1,"2,756",6.8,73,22,13,18,122.4
1194,Garrett Gilbert,2010,260,441,59.0,"2,744",6.2,63,10,17,18,111.0
1195,Tyrod Taylor,2010,188,315,59.7,"2,743",8.7,69,24,5,34,154.8
1196,Adam Weber,2010,205,368,55.7,"2,679",7.3,60,20,9,17,129.9
1197,Pete Thomas,2010,253,391,64.7,"2,662",6.8,73,11,13,44,124.5
1198,David Piland,2010,201,345,58.3,"2,641",7.7,68,24,14,4,137.4
1199,Wesley Carroll,2010,226,367,61.6,"2,623",7.1,67,16,14,19,128.4
1200,Dan Persa,2010,222,302,73.5,"2,581",8.5,50,15,4,34,159.0
1201,Tino Sunseri,2010,223,346,64.5,"2,572",7.4,79,16,9,21,137.0
1202,Denard Robinson,2010,182,291,62.5,"2,570",8.8,75,18,11,7,149.6
1203,Kolton Browning,2010,234,378,61.9,"2,552",6.8,82,18,12,34,128.0
1204,Steven Threet,2010,208,336,61.9,"2,534",7.5,62,18,16,23,133.4
1205,Chandler Harnish,2010,189,292,64.7,"2,530",8.7,69,21,5,12,157.8
1206,Scott Tolzien,2010,194,266,72.9,"2,459",9.2,45,16,6,13,165.9
1207,Jeff Van Camp,2010,192,335,57.3,"2,459",7.3,80,17,13,34,128.0
1208,Danny O'Brien,2010,192,337,57.0,"2,438",7.2,71,22,8,13,134.5
1209,Zac Dysert,2010,222,343,64.7,"2,406",7.0,82,13,12,26,129.2
1210,Ryan Katz,2010,213,355,60.0,"2,401",6.8,48,17,11,33,126.4
1211,Ryan Griffin,2010,223,372,59.9,"2,371",6.4,73,14,8,27,121.6
1212,Brian Anderson,2010,218,384,56.8,"2,358",6.1,96,20,15,11,117.7
1213,Jordan Wynn,2010,186,299,62.2,"2,334",7.8,71,17,10,6,139.9
1214,Ryan Nassib,2010,202,358,56.4,"2,334",6.5,52,19,8,31,124.2
1215,Jake Heaps,2010,219,383,57.2,"2,316",6.0,62,15,9,18,116.2
1216,Jake Locker,2010,184,332,55.4,"2,265",6.8,80,17,9,19,124.2
1217,Matt Schilz,2010,228,377,60.5,"2,223",5.9,76,8,14,30,109.6
1218,Kyle Parker,2010,196,341,57.5,"2,213",6.5,74,12,11,12,117.2
1219,Spencer Keith,2010,215,364,59.1,"2,212",6.1,49,8,11,20,111.3
1220,Jeff Godfrey,2010,159,238,66.8,"2,159",9.1,60,13,8,18,154.3
1221,Diondre Borel,2010,167,314,53.2,"2,108",6.7,79,8,13,25,109.7
1222,Ryan Williams,2010,165,290,56.9,"2,075",7.2,81,13,10,31,124.9
1223,John Brantley,2010,200,329,60.8,"2,061",6.3,51,9,10,22,116.4
1224,Carson Coffman,2010,171,263,65.0,"2,060",7.8,73,14,7,24,143.1
1225,Christian Ponder,2010,184,299,61.5,"2,044",6.8,44,20,8,23,135.7
1226,Jeremiah Masoli,2010,167,296,56.4,"2,039",6.9,70,14,13,11,121.1
1227,Dayne Crist,2010,174,294,59.2,"2,033",6.9,95,15,7,16,129.3
1228,Jerrod Johnson,2010,158,279,56.6,"1,947",7.0,69,14,9,25,125.4
1229,Boo Jackson,2010,149,245,60.8,"1,897",7.7,61,18,17,21,136.2
1230,Tyler Bray,2010,125,224,55.8,"1,849",8.3,80,18,10,16,142.7
1231,Chris Masson,2010,148,280,52.9,"1,842",6.6,82,11,6,17,116.8
1232,Nathan Scheelhaase,2010,155,264,58.7,"1,825",6.9,54,17,8,22,132.0
1233,Omar Clayton,2010,158,283,55.8,"1,818",6.4,65,13,9,25,118.6
1234,Jacory Harris,2010,148,270,54.8,"1,793",6.6,65,14,15,10,116.6
1235,Chris Relf,2010,129,220,58.6,"1,789",8.1,81,13,6,22,141.0
1236,Ross Jenkins,2010,172,274,62.8,"1,760",6.4,52,12,6,11,126.8
1237,Jerry Davis,2010,142,298,47.7,"1,753",5.9,81,16,16,13,104.0
1238,Patrick Nicely,2010,166,336,49.4,"1,753",5.2,56,10,13,33,95.3
1239,Austen Arnaud,2010,171,290,59.0,"1,703",5.9,37,13,10,18,116.2
1240,Austyn Carta-Samuels,2010,154,252,61.1,"1,702",6.8,69,9,8,29,123.3
1241,B.J. Daniels,2010,143,245,58.4,"1,685",6.9,70,11,13,23,120.3
1242,Nick Fanuzzi,2010,151,241,62.7,"1,681",7.0,59,11,9,18,128.8
1243,Kawaun Jakes,2010,149,291,51.2,"1,680",5.8,53,10,6,28,106.9
1244,Ryan Tannehill,2010,152,234,65.0,"1,638",7.0,64,13,6,12,137.0
1245,Chas Dodd,2010,123,223,55.2,"1,637",7.3,66,11,7,45,126.8
1246,Adam Froman,2010,132,218,60.5,"1,633",7.5,57,11,4,11,136.5
1247,Alex Gillett,2010,127,229,55.5,"1,633",7.1,73,13,13,22,122.7
1248,Taylor Martinez,2010,116,196,59.2,"1,631",8.3,79,10,7,26,138.8
1249,Dwight Dasher,2010,145,251,57.8,"1,550",6.2,75,6,18,20,103.2
1250,Matt McGloin,2010,118,215,54.9,"1,548",7.2,45,14,9,3,128.5
1251,Cody Hawkins,2010,124,231,53.7,"1,547",6.7,62,14,5,4,125.6
1252,Ricky Dobbs,2010,82,150,54.7,"1,527",10.2,85,13,6,10,160.8
1253,Matt Simms,2010,113,195,57.9,"1,460",7.5,72,8,5,25,129.3
1254,Tim Jefferson Jr.,2010,82,159,51.6,"1,459",9.2,63,10,6,5,141.9
1255,Zach Frazer,2010,136,261,52.1,"1,425",5.5,47,5,6,13,99.7
1256,Jordan Jefferson,2010,118,209,56.5,"1,411",6.8,75,7,10,18,114.7
1257,Kevin Riley,2010,111,185,60.0,"1,409",7.6,62,13,6,13,140.7
1258,Keith Wenning,2010,128,235,54.5,"1,373",5.8,63,14,14,13,111.3
1259,Matt Christian,2010,114,237,48.1,"1,372",5.8,58,8,2,7,106.2
1260,Rob Bolden,2010,112,193,58.0,"1,360",7.0,80,5,7,7,118.5
1261,Tanner Price,2010,137,241,56.8,"1,349",5.6,78,7,8,19,106.8
1262,Richard Brehaut,2010,119,212,56.1,"1,296",6.1,68,6,7,14,110.2
1263,Mike Gerardi,2010,93,156,59.6,"1,290",8.3,80,10,8,11,140.0
1264,Larry Smith,2010,117,247,47.4,"1,262",5.1,65,6,5,29,94.3
1265,Austin Dantin,2010,127,192,66.1,"1,254",6.5,73,7,8,14,124.7
1266,T.O. Owens,2010,97,163,59.5,"1,244",7.6,75,13,5,6,143.8
1267,Stephen Morris,2010,82,153,53.6,"1,240",8.1,79,7,9,6,125.0
1268,Chase Rettig,2010,100,195,51.3,"1,238",6.3,63,6,9,16,105.5
1269,Riley Dodge,2010,106,176,60.2,"1,212",6.9,66,11,4,15,134.1
1270,Jordan Webb,2010,121,214,56.5,"1,195",5.6,43,7,8,21,106.8
1271,Austin Boucher,2010,99,156,63.5,"1,120",7.2,70,6,3,9,132.6
1272,Thomas Rees,2010,100,164,61.0,"1,106",6.7,36,12,8,4,132.0
1273,Tyler Hansen,2010,112,164,68.3,"1,102",6.7,73,6,6,16,129.5
1274,Rob Henry,2010,86,162,53.1,996,6.1,76,8,7,3,112.4
1275,Trent Steelman,2010,71,133,53.4,995,7.5,45,7,3,8,129.1
1276,EJ Manuel,2010,65,93,69.9,861,9.3,53,4,4,4,153.3
1277,Chester Stewart,2010,72,135,53.3,842,6.2,62,4,5,13,108.1
1278,Brock Osweiler,2010,62,109,56.9,797,7.3,78,5,0,7,133.4
1279,Justin Burke,2010,75,129,58.1,790,6.1,29,10,3,7,130.5
1280,Matt Scott,2010,66,93,71.0,776,8.3,41,4,2,8,150.9
1281,Terrance Cain,2010,61,96,63.5,703,7.3,75,6,2,4,141.5
1282,Joshua Nesbitt,2010,39,105,37.1,674,6.4,50,7,4,8,105.4
1283,Jared Funk,2010,52,109,47.7,651,6.0,57,5,6,7,102.0
1284,Brock Mansion,2010,67,137,48.9,646,4.7,50,2,5,9,86.0
1285,Case Keenum,2010,42,64,65.6,636,9.9,63,5,5,0,159.3
1286,Tyler Russell,2010,39,67,58.2,635,9.5,57,5,6,1,144.5
1287,B.R. Holbrook,2010,63,119,52.9,619,5.2,57,2,6,6,92.1
1288,Dave Shinskie,2010,46,96,47.9,618,6.4,44,5,6,6,106.7
1289,Andrew Manley,2010,63,121,52.1,604,5.0,44,1,6,12,86.8
1290,Tate Forcier,2010,54,84,64.3,597,7.1,45,4,4,4,130.2
1291,Jarrett Lee,2010,54,89,60.7,573,6.4,47,2,1,6,119.9
1292,Brian Reader,2010,42,71,59.2,568,8.0,54,5,1,6,146.8
1293,Brad McGuire,2010,35,64,54.7,561,8.8,48,3,3,10,134.4
1294,Quinn Mecham,2010,61,102,59.8,554,5.4,38,4,5,12,108.6
1295,Stump Godfrey,2010,57,97,58.8,553,5.7,51,5,3,11,117.5
1296,Blaine Gautier,2010,45,89,50.6,550,6.2,63,3,6,12,100.1
1297,Logan Kilgore,2010,50,80,62.5,540,6.8,62,3,5,0,119.1
1298,Nathan Tune,2010,39,66,59.1,525,8.0,75,4,3,8,136.8
1299,Tom Savage,2010,43,83,51.8,521,6.3,37,2,3,14,105.3
1300,Aaron Pankratz,2010,35,77,45.5,520,6.8,71,4,5,5,106.3
1301,Robert Marve,2010,67,99,67.7,512,5.2,36,3,4,6,113.0
1302,Taylor McHargue,2010,33,58,56.9,491,8.5,64,6,1,7,158.7
1303,Cody Endres,2010,45,75,60.0,471,6.3,56,5,2,0,129.4
1304,Kelly Page,2010,38,71,53.5,470,6.6,80,4,2,4,122.1
1305,Colby Cameron,2010,54,91,59.3,461,5.1,32,1,5,5,94.5
1306,Bobby Eveld,2010,42,75,56.0,454,6.1,28,2,3,5,107.6
1307,Tyler Wilson,2010,34,51,66.7,453,8.9,54,4,3,3,155.4
1308,Alex Zordich,2010,39,94,41.5,428,4.6,34,1,6,14,70.5
1309,Terrance Broadway,2010,30,42,71.4,424,10.1,54,3,1,6,175.0
1310,Tevin Washington,2010,25,61,41.0,417,6.8,79,2,3,7,99.4
1311,Taylor Cook,2010,32,57,56.1,409,7.2,55,3,1,2,130.3
1312,Tarean Austin,2010,44,90,48.9,398,4.4,48,2,4,7,84.5
1313,Jeff Murphy,2010,31,53,58.5,395,7.5,53,0,1,3,117.3
1314,AJ McCarron,2010,30,48,62.5,389,8.1,47,3,0,2,151.2
1315,Kevin Prince,2010,42,94,44.7,384,4.1,35,3,5,14,78.9
1316,Evan Watkins,2010,36,70,51.4,378,5.4,32,2,5,6,91.9
1317,Mike Marscovetra,2010,34,58,58.6,369,6.4,67,2,4,9,109.6
1318,Caleb Herring,2010,28,56,50.0,365,6.5,51,4,3,9,117.6
1319,Jerome Tiller,2010,39,82,47.6,363,4.4,39,1,0,13,88.8
1320,Steven Sheffield,2010,33,58,56.9,359,6.2,35,3,1,4,122.5
1321,Tarik Hakmi,2010,32,54,59.3,355,6.6,38,2,4,1,111.9
1322,Jamarr Robinson,2010,26,49,53.1,349,7.1,80,4,2,8,131.7
1323,Mitch Mustain,2010,41,73,56.2,348,4.8,34,1,1,2,98.0
1324,Cody Green,2010,33,60,55.0,340,5.7,33,3,1,3,115.8
1325,Tajh Boyd,2010,33,63,52.4,329,5.2,43,4,3,5,107.7
1326,Brad Gruner,2010,28,58,48.3,322,5.6,42,2,2,3,99.4
1327,Kevin Moore,2010,28,62,45.2,316,5.1,49,2,3,1,88.9
1328,Rob Calabrese,2010,25,39,64.1,316,8.1,35,2,2,1,138.8
1329,Sean Robinson,2010,44,91,48.4,301,3.3,23,2,6,9,70.2
1330,Nate Costa,2010,25,33,75.8,286,8.7,34,1,0,0,158.6
1331,Morgan Newton,2010,25,43,58.1,265,6.2,40,0,0,3,109.9
1332,David Isabelle,2010,23,50,46.0,264,5.3,51,3,2,6,102.2
1333,Nathan Stanley,2010,17,32,53.1,261,8.2,45,3,1,3,146.3
1334,Shane Austin,2010,19,33,57.6,258,7.8,65,2,1,2,137.2
1335,Chase Baine,2010,26,53,49.1,257,4.8,31,1,1,5,92.2
1336,Jordan Reed,2010,26,46,56.5,252,5.5,31,3,1,2,119.7
1337,Cannon Smith,2010,22,43,51.2,246,5.7,47,1,3,7,92.9
1338,Connor Shaw,2010,23,33,69.7,223,6.8,21,1,2,5,124.3
1339,Devontae Payne,2010,22,52,42.3,217,4.2,37,0,1,0,73.5
1340,Clint Chelf,2010,14,19,73.7,213,11.2,42,2,1,2,192.1
1341,Matt Faulkner,2010,21,39,53.8,206,5.3,40,1,1,2,101.5
1342,Chazz Anderson,2010,23,45,51.1,206,4.6,33,1,1,3,92.5
1343,Riley Nelson,2010,20,40,50.0,205,5.1,48,2,1,3,104.6
1344,Joe Southwick,2010,17,24,70.8,202,8.4,78,1,0,3,155.3
1345,Kale Pick,2010,21,36,58.3,193,5.4,32,0,1,4,97.8
1346,Dax Crum,2010,17,31,54.8,187,6.0,40,1,1,2,109.7
1347,Brent Rausch,2010,13,23,56.5,181,7.9,39,0,1,1,113.9
1348,Cotton Turner,2010,23,31,74.2,180,5.8,26,2,0,2,144.3
1349,Phil Bates,2010,9,23,39.1,178,7.7,47,1,3,1,92.4
1350,Case Keenum,2011,428,603,71.0,"5,631",9.3,84,48,5,17,174.0
1351,Brandon Weeden,2011,408,564,72.3,"4,727",8.4,67,37,13,12,159.8
1352,Landry Jones,2011,355,562,63.2,"4,463",7.9,64,29,15,10,141.6
1353,Geno Smith,2011,346,526,65.8,"4,385",8.3,84,31,7,26,152.6
1354,Nick Foles,2011,387,560,69.1,"4,334",7.7,54,28,14,23,145.6
1355,Robert Griffin III,2011,291,402,72.4,"4,293",10.7,87,37,6,27,189.5
1356,Brock Osweiler,2011,326,516,63.2,"4,036",7.8,60,26,13,28,140.5
1357,Seth Doege,2011,398,581,68.5,"4,004",6.9,56,28,10,19,138.9
1358,Alex Carder,2011,330,502,65.7,"3,873",7.7,64,31,14,22,145.3
1359,Tajh Boyd,2011,298,499,59.7,"3,828",7.7,65,33,12,31,141.2
1360,Kellen Moore,2011,326,439,74.3,"3,800",8.7,71,43,9,7,175.2
1361,Ryan Tannehill,2011,327,531,61.6,"3,744",7.1,79,29,15,9,133.2
1362,Tyler Wilson,2011,277,438,63.2,"3,638",8.3,68,24,6,26,148.4
1363,Ryan Aplin,2011,304,476,63.9,"3,588",7.5,71,19,16,27,133.6
1364,Derek Carr,2011,279,446,62.6,"3,544",7.9,88,26,9,20,144.5
1365,Matt Barkley,2011,308,446,69.1,"3,528",7.9,82,39,7,8,161.2
1366,Andrew Luck,2011,288,404,71.3,"3,517",8.7,62,37,10,11,169.7
1367,Zac Dysert,2011,295,448,65.8,"3,513",7.8,71,23,11,46,143.8
1368,Austin Davis,2011,286,475,60.2,"3,496",7.4,90,30,11,17,138.2
1369,J.J. McDermott,2011,272,455,59.8,"3,421",7.5,72,17,16,27,128.2
1370,Corey Robinson,2011,316,508,62.2,"3,411",6.7,75,21,15,20,126.3
1371,Sean Mannion,2011,305,473,64.5,"3,328",7.0,69,16,18,24,127.1
1372,Kirk Cousins,2011,267,419,63.7,"3,316",7.9,69,25,10,15,145.1
1373,Tyler Tettleton,2011,265,413,64.2,"3,306",8.0,78,28,10,23,148.9
1374,Ryan Radcliff,2011,257,453,56.7,"3,286",7.3,79,25,16,17,128.8
1375,Dominique Davis,2011,334,494,67.6,"3,225",6.5,84,25,19,24,131.5
1376,Chandler Harnish,2011,237,384,61.7,"3,216",8.4,79,28,6,11,153.0
1377,Russell Wilson,2011,225,309,72.8,"3,175",10.3,66,33,4,22,191.8
1378,Ryan Lindley,2011,237,447,53.0,"3,153",7.1,71,23,8,11,125.7
1379,Matt Faulkner,2011,274,422,64.9,"3,149",7.5,64,13,13,14,131.6
1380,Aaron Murray,2011,238,403,59.1,"3,149",7.8,80,35,14,32,146.4
1381,G.J. Kinne,2011,247,390,63.3,"3,090",7.9,69,28,12,14,147.4
1382,Bryn Renner,2011,239,350,68.3,"3,086",8.8,75,26,13,26,159.4
1383,Keith Price,2011,242,362,66.9,"3,063",8.5,80,33,11,26,161.9
1384,Mike Glennon,2011,283,453,62.5,"3,054",6.7,87,31,12,31,136.4
1385,Matt Schilz,2011,245,411,59.6,"3,024",7.4,83,28,13,22,137.6
1386,James Vandenberg,2011,237,404,58.7,"3,022",7.5,88,25,7,29,138.4
1387,Tanner Price,2011,253,422,60.0,"3,017",7.1,79,20,6,34,132.8
1388,Logan Thomas,2011,234,391,59.8,"3,013",7.7,63,19,10,17,135.5
1389,Zach Maynard,2011,231,405,57.0,"2,990",7.4,90,17,12,27,127.0
1390,Blaine Gautier,2011,216,344,62.8,"2,958",8.6,65,23,6,19,153.6
1391,Casey Pachall,2011,228,343,66.5,"2,921",8.5,75,25,7,13,158.0
1392,Sean Renfree,2011,282,434,65.0,"2,891",6.7,70,13,11,18,125.7
1393,Tyler Hansen,2011,231,412,56.1,"2,883",7.0,78,20,11,26,125.5
1394,Thomas Rees,2011,269,411,65.4,"2,871",7.0,56,20,14,13,133.4
1395,James Franklin,2011,238,376,63.3,"2,865",7.6,53,21,11,18,139.9
1396,Keith Wenning,2011,287,449,63.9,"2,786",6.2,94,19,11,11,125.1
1397,Darron Thomas,2011,211,339,62.2,"2,761",8.1,69,33,7,11,158.7
1398,Bryant Moniz,2011,248,397,62.5,"2,733",6.9,53,22,5,30,136.1
1399,Ryan Nassib,2011,259,415,62.4,"2,685",6.5,62,22,9,29,129.9
1400,Michael Rocco,2011,222,366,60.7,"2,671",7.3,78,13,12,14,127.1
1401,EJ Manuel,2011,203,311,65.3,"2,666",8.6,68,18,8,33,151.2
1402,AJ McCarron,2011,219,328,66.8,"2,634",8.0,69,16,5,13,147.3
1403,Brett Smith,2011,253,415,61.0,"2,622",6.3,80,20,11,11,124.6
1404,Tino Sunseri,2011,247,385,64.2,"2,616",6.8,66,10,11,61,124.1
1405,B.J. Daniels,2011,215,365,58.9,"2,604",7.1,84,13,7,14,126.7
1406,Marshall Lobbestael,2011,208,341,61.0,"2,584",7.6,80,19,8,29,138.3
1407,Ryan Griffin,2011,227,408,55.6,"2,502",6.1,60,13,10,22,112.8
1408,Jacory Harris,2011,195,300,65.0,"2,486",8.3,77,20,9,17,150.6
1409,Kolton Browning,2011,244,419,58.2,"2,483",5.9,56,13,8,31,114.4
1410,Chazz Anderson,2011,230,406,56.7,"2,454",6.0,90,11,9,22,111.9
1411,Dan Persa,2011,218,297,73.4,"2,376",8.0,90,17,7,32,154.8
1412,Wesley Carroll,2011,200,332,60.2,"2,374",7.2,83,14,4,12,131.8
1413,Logan Kilgore,2011,214,365,58.6,"2,231",6.1,82,18,12,4,119.7
1414,Denard Robinson,2011,142,258,55.0,"2,173",8.4,77,20,15,13,139.7
1415,Matt Christian,2011,145,277,52.3,"2,158",7.8,69,15,8,13,129.9
1416,Teddy Bridgewater,2011,191,296,64.5,"2,129",7.2,58,14,12,33,132.4
1417,Nathan Scheelhaase,2011,184,291,63.2,"2,110",7.3,77,13,8,34,133.4
1418,Johnny McEntee,2011,172,335,51.3,"2,110",6.3,64,12,8,37,111.3
1419,Taylor Martinez,2011,162,288,56.3,"2,089",7.3,61,13,8,21,126.5
1420,Rakeem Cato,2011,182,304,59.9,"2,059",6.8,77,15,11,22,125.8
1421,John Brantley,2011,144,240,60.0,"2,044",8.5,83,11,7,13,140.8
1422,Jonathan Perry,2011,174,300,58.0,"2,042",6.8,51,10,8,11,120.8
1423,T.O. Owens,2011,166,230,72.2,"2,022",8.8,75,18,3,2,169.2
1424,Tyler Bray,2011,147,247,59.5,"1,983",8.0,81,17,6,11,144.8
1425,Brian Reader,2011,192,354,54.2,"1,974",5.6,46,10,12,21,103.6
1426,Chase Rettig,2011,170,317,53.6,"1,960",6.2,57,12,9,24,112.4
1427,Zach Collaros,2011,166,272,61.0,"1,934",7.1,72,15,10,16,131.6
1428,Collin Klein,2011,161,281,57.3,"1,918",6.8,68,13,6,42,125.6
1429,Caleb TerBush,2011,171,277,61.7,"1,905",6.9,50,13,6,22,130.7
1430,Jeff Godfrey,2011,160,232,69.0,"1,898",8.2,58,5,5,17,140.5
1431,Jordan Webb,2011,179,281,63.7,"1,884",6.7,68,13,12,31,126.7
1432,Kawaun Jakes,2011,153,276,55.4,"1,854",6.7,63,10,12,21,115.1
1433,Kevin Prince,2011,126,224,56.3,"1,828",8.2,76,12,8,25,135.3
1434,Derek Thompson,2011,157,272,57.7,"1,759",6.5,83,11,6,10,121.0
1435,Nick Lamaison,2011,130,224,58.0,"1,718",7.7,74,12,10,19,131.2
1436,Riley Nelson,2011,116,202,57.4,"1,717",8.5,57,19,7,13,152.9
1437,Cody Fajardo,2011,150,218,68.8,"1,707",7.8,58,6,6,12,138.2
1438,Taylor Reed,2011,169,295,57.3,"1,690",5.7,93,10,4,20,113.9
1439,Spencer Keith,2011,166,325,51.1,"1,682",5.2,85,11,8,22,100.8
1440,Colby Cameron,2011,118,215,54.9,"1,667",7.8,90,13,3,6,137.2
1441,Clayton Moore,2011,147,309,47.6,"1,655",5.4,51,9,9,34,96.3
1442,Tevin Washington,2011,74,150,49.3,"1,652",11.0,82,11,8,12,155.4
1443,Danny O'Brien,2011,150,266,56.4,"1,648",6.2,69,7,10,7,109.6
1444,Tim Jefferson Jr.,2011,111,183,60.7,"1,637",8.9,55,14,7,10,153.4
1445,Pete Thomas,2011,161,261,61.7,"1,607",6.2,47,7,8,27,116.1
1446,Chas Dodd,2011,139,245,56.7,"1,574",6.4,86,10,7,15,118.5
1447,Matt McGloin,2011,125,231,54.1,"1,571",6.8,74,8,5,6,118.3
1448,Gary Nova,2011,116,227,51.1,"1,553",6.8,92,11,9,15,116.6
1449,Tyler Lantrip,2011,110,179,61.5,"1,553",8.7,90,10,6,4,146.1
1450,Jordan Rodgers,2011,108,216,50.0,"1,524",7.1,73,9,10,12,113.8
1451,Steele Jantz,2011,138,259,53.3,"1,519",5.9,57,10,11,17,106.8
1452,Alex Gillett,2011,109,198,55.1,"1,504",7.6,67,14,7,18,135.1
1453,MarQueis Gray,2011,108,213,50.7,"1,495",7.0,64,8,8,17,114.5
1454,B.R. Holbrook,2011,141,236,59.7,"1,490",6.3,80,4,7,17,112.4
1455,Jon Hays,2011,120,214,56.1,"1,459",6.8,65,12,8,28,124.4
1456,Graham Wilbert,2011,154,294,52.4,"1,459",5.0,37,7,15,18,91.7
1457,Nick Isham,2011,155,257,60.3,"1,457",5.7,72,8,7,19,112.8
1458,Jake Heaps,2011,144,252,57.1,"1,452",5.8,37,9,8,4,111.0
1459,Connor Shaw,2011,123,188,65.4,"1,448",7.7,78,14,6,23,148.3
1460,Austin Dantin,2011,122,188,64.9,"1,404",7.5,63,15,4,8,149.7
1461,Jarrett Lee,2011,104,167,62.3,"1,306",7.8,57,14,3,4,152.0
1462,Chris Relf,2011,114,190,60.0,"1,212",6.4,44,10,9,12,121.5
1463,Jared Barnett,2011,110,220,50.0,"1,201",5.5,38,6,6,10,99.4
1464,Chuckie Keeton,2011,106,174,60.9,"1,200",6.9,53,11,2,11,137.4
1465,Barrett Trotter,2011,92,167,55.1,"1,184",7.1,56,11,6,13,129.2
1466,Braxton Miller,2011,85,157,54.1,"1,159",7.4,54,13,4,39,138.4
1467,Nick Fanuzzi,2011,112,193,58.0,"1,123",5.8,67,7,2,10,116.8
1468,Randall Mackey,2011,77,155,49.7,"1,112",7.2,59,7,5,21,118.4
1469,David Ash,2011,99,174,56.9,"1,079",6.2,48,4,8,16,107.4
1470,Taylor McHargue,2011,100,174,57.5,"1,072",6.2,51,8,5,11,118.6
1471,Tyler Russell,2011,69,129,53.5,"1,034",8.0,80,8,4,10,135.1
1472,Case McCoy,2011,88,144,61.1,"1,034",7.2,80,7,4,9,131.9
1473,Edward Wright-Baker,2011,91,153,59.5,"1,029",6.7,65,4,4,14,119.4
1474,Caleb Herring,2011,113,206,54.9,"1,004",4.9,33,8,6,26,102.8
1475,Adam Kennedy,2011,76,110,69.1,972,8.8,71,11,4,7,169.0
1476,Connor Halliday,2011,59,103,57.3,960,9.3,85,9,4,2,156.6
1477,Blake Bortles,2011,75,110,68.2,958,8.7,53,6,3,8,153.9
1478,Richard Brehaut,2011,67,121,55.4,948,7.8,62,6,1,4,135.9
1479,Tre Roberson,2011,81,142,57.0,937,6.6,43,3,6,12,111.0
1480,Andrew Manley,2011,62,109,56.9,892,8.2,54,6,3,11,138.3
1481,Stephen Garcia,2011,61,118,51.7,844,7.2,52,4,9,6,107.7
1482,C.J. Brown,2011,82,166,49.4,842,5.1,59,7,6,10,98.7
1483,Maxwell Smith,2011,84,153,54.9,819,5.4,55,4,4,16,103.3
1484,Clint Moseley,2011,66,108,61.1,800,7.4,45,5,3,17,133.1
1485,Jeff Murphy,2011,84,140,60.0,794,5.7,36,3,3,4,110.4
