,NAME,COLLEGE,YEAR,QBR,PAA,PLAYS,EPA,PASS,RUN,SACK,PEN,RAW,HT/WT,DOB,DRAFT_STATUS
996,Blake Bortles,UCF,2013,79.6,55.9,504,71.4,65.3,16.8,-14.4,3.8,76.0,"6' 5"", 236 lbs",4/28/1992 (28),"2014: Rd 1, Pk 3 (JAX)"
997,Joe Southwick,BSU,2013,79.2,34.9,260,40.2,38.8,6.4,-7.3,2.3,80.2,na,na,na
998,Brendon Kay,CIN,2013,78.5,62.2,505,72.3,58.2,22.1,-11.4,3.4,78.3,na,12/29/1989,na
999,Tajh Boyd,CLEM,2013,77.5,52.2,596,68.1,70.8,14.2,-20.4,3.4,71.3,na,9/25/1990,"2014: Rd 6, Pk 213 (NYJ)"
1000,James Franklin,MIZ,2013,77.2,40.2,471,55.4,45.1,20.3,-14.1,3.9,70.8,na,7/23/1991,na
1001,Taylor Kelly,ASU,2013,77.0,38.6,695,55.6,50.9,22.3,-21.1,3.7,64.1,na,na,na
1002,Derek Carr,FRES,2013,76.6,99.8,740,107.6,95.2,8.6,-6.9,10.6,80.2,"6' 3"", 210 lbs",3/28/1991 (29),"2014: Rd 2, Pk 36 (OAK)"
1003,Taylor Heinicke,ODU,2013,76.5,98.0,608,103.6,93.4,22.2,-12.3,0.1,84.2,na,3/15/1993,na
1004,Thomas Rees,ND,2013,76.5,35.7,466,54.5,53.8,-0.2,-5.7,6.6,68.9,na,5/22/1992,na
1005,Sean Mannion,ORST,2013,75.9,51.9,692,70.7,87.7,-3.5,-16.9,3.3,68.5,"6' 6"", 230 lbs",4/25/1992 (28),"2015: Rd 3, Pk 89 (STL)"
1006,Rakeem Cato,MRSH,2013,75.8,73.4,649,85.1,77.0,17.8,-14.5,4.7,76.4,na,na,na
1007,J.W. Walsh,OKST,2013,75.4,23.0,261,30.6,18.7,12.2,-2.3,2.0,71.4,na,na,na
1008,Marquise Williams,UNC,2013,75.1,29.1,361,36.7,23.8,15.2,-1.9,-0.5,69.8,na,10/5/1992,na
1009,Anthony Boone,DUKE,2013,74.8,26.0,412,40.1,33.8,12.3,-5.4,-0.9,65.8,na,10/29/1991,na
1010,Bo Wallace,MISS,2013,74.0,32.5,614,56.3,59.9,11.1,-15.1,0.4,63.4,na,na,na
1011,B.J. Denker,ARIZ,2013,73.9,40.1,603,56.3,32.7,30.1,-11.5,5.0,66.6,na,na,na
1012,David Fales,SJSU,2013,72.6,60.4,576,75.8,78.5,8.6,-12.2,0.9,74.8,na,10/4/1990,"2014: Rd 6, Pk 183 (CHI)"
1013,Nate Sudfeld,IND,2013,72.6,24.0,380,32.9,35.0,5.1,-7.9,0.9,65.8,"6' 6"", 227 lbs",10/7/1993 (27),"2016: Rd 6, Pk 187 (WSH)"
1014,Shane Carden,ECU,2013,72.0,69.8,686,85.8,91.5,11.1,-21.0,4.2,74.2,na,11/6/1991,na
1015,Stephen Morris,MIAMI,2013,71.8,14.2,416,29.1,37.9,-0.7,-10.9,2.9,58.8,na,8/27/1992,na
1016,Connor Cook,MSU,2013,71.8,26.7,478,47.1,52.6,2.5,-12.5,4.5,64.1,na,1/29/1993,"2016: Rd 4, Pk 100 (OAK)"
1017,Keith Wenning,BALL,2013,71.6,67.4,585,82.7,86.8,-0.8,-10.0,6.7,76.8,na,2/14/1991,"2014: Rd 6, Pk 194 (BAL)"
1018,Jordan Lynch,NIU,2013,70.6,74.7,734,99.3,49.6,56.6,-5.4,-1.5,74.2,na,10/3/1990,na
1019,Taysom Hill,UVA,2013,70.3,33.4,737,59.9,31.4,53.5,-25.4,0.6,61.5,"6' 2"", 221 lbs",8/23/1990 (30),na
1020,Matt Quinn Johnson,BGSU,2013,69.4,49.3,531,63.9,72.9,11.9,-21.9,0.8,72.4,na,9/9/1992,na
1021,P.J. Walker,TEM,2013,69.4,29.1,361,39.0,38.4,8.7,-9.8,1.7,69.8,"5' 11"", 212 lbs",2/26/1995 (25),na
1022,Ross Metheny,USA,2013,69.3,45.0,484,59.4,50.4,14.8,-9.1,3.6,72.4,na,na,na
1023,Cody Fajardo,NEV,2013,68.6,49.5,534,64.4,55.5,23.1,-14.7,0.8,72.4,na,3/29/1992,na
1024,Philip Nelson,MINN,2013,68.5,12.7,292,23.5,21.9,11.3,-10.5,0.7,61.1,na,na,na
1025,Cody Kessler,USC,2013,68.4,15.4,440,30.8,44.9,6.8,-20.7,-0.4,59.0,na,5/11/1993,"2016: Rd 3, Pk 93 (CLE)"
1026,Keith Price,WASH,2013,68.2,18.5,471,35.1,49.2,2.4,-15.5,-1.0,60.1,na,na,na
1027,Devin Gardner,MICH,2013,67.5,17.4,547,41.0,52.7,6.1,-25.5,7.2,58.2,na,12/14/1991,na
1028,Jake Waters,KSU,2013,67.2,17.6,409,30.2,46.1,-3.0,-13.5,0.6,61.0,na,3/20/1992,na
1029,Blake Bell,OKLA,2013,66.9,3.4,334,15.8,25.4,-5.5,-5.7,1.4,52.7,"6' 6"", 260 lbs",8/7/1991 (29),"2015: Rd 4, Pk 117 (SF)"
1030,Case McCoy,TEX,2013,65.5,2.8,394,18.4,13.5,3.5,-6.0,7.4,51.8,na,na,na
1031,Nathan Scheelhaase,ILL,2013,65.1,22.7,581,41.5,50.0,12.4,-19.6,-1.2,60.0,na,na,na
1032,Bryn Renner,UNC,2013,64.4,10.5,303,19.9,27.2,-1.1,-8.6,2.4,58.9,na,1/22/1990,na
1033,Tom Savage,PITT,2013,64.2,13.7,508,32.0,52.2,4.5,-27.1,2.3,57.0,na,4/26/1990,"2014: Rd 4, Pk 135 (HOU)"
1034,Terrance Broadway,ULL,2013,63.8,30.1,427,43.0,41.5,11.7,-13.6,3.3,67.5,na,na,na
1035,Corey Robinson,TROY,2013,63.3,34.4,488,50.3,65.4,-0.3,-15.1,0.2,67.5,na,na,na
1036,Jake Rudock,IOWA,2013,63.0,9.5,439,28.0,29.9,8.7,-10.2,-0.5,55.6,na,1/21/1993,"2016: Rd 6, Pk 191 (DET)"
1037,Garrett Gilbert,SMU,2013,62.8,35.2,623,52.2,52.4,18.5,-19.1,0.1,64.3,na,7/1/1991,"2014: Rd 6, Pk 214 (STL)"
1038,Grant Rohach,ISU,2013,62.4,-5.5,260,4.7,11.1,0.3,-6.1,-1.3,44.6,na,na,na
1039,Jalen Whitlow,UK,2013,62.2,-2.3,287,8.3,5.0,14.3,-9.8,-1.2,47.9,na,na,na
1040,Terrel Hunt,SYR,2013,62.0,10.3,412,25.2,9.6,24.5,-6.9,-2.0,56.5,na,na,na
1041,Grant Hedrick,BSU,2013,61.6,19.9,329,25.6,27.5,7.4,-9.0,-0.2,65.2,na,na,na
1042,Keenan Reynolds,NAVY,2013,61.1,34.3,448,49.7,17.1,41.4,-11.4,2.6,68.9,na,12/13/1993,"2016: Rd 6, Pk 182 (BAL)"
1043,Connor Halliday,WSU,2013,60.6,-6.9,806,26.2,47.8,-2.0,-22.1,2.5,47.8,na,na,na
1044,Joel Stave,WIS,2013,60.2,1.5,408,16.8,33.2,-6.4,-10.0,0.2,51.0,na,5/16/1992,na
1045,Trevor Siemian,NW,2013,60.0,5.4,360,19.9,30.6,1.2,-11.8,0.0,53.9,na,12/26/1991,"2015: Rd 7, Pk 250 (DEN)"
1046,Brett Smith,WYO,2013,59.6,46.0,628,56.9,44.6,22.7,-12.8,2.2,68.2,na,6/8/1992,na
1047,Chase Rettig,BC,2013,59.5,1.8,350,16.2,27.4,2.6,-13.2,-0.7,51.3,na,9/26/1991,na
1048,Caleb Herring,UNLV,2013,59.4,45.7,557,60.3,60.5,11.7,-15.7,3.9,70.1,na,na,na
1049,Brandon Allen,ARK,2013,59.3,-3.4,320,9.4,10.9,2.6,-5.2,1.2,47.2,na,9/5/1992,"2016: Rd 6, Pk 201 (JAX)"
1050,Christian Hackenberg,PSU,2013,58.3,12.7,493,31.6,43.0,-3.3,-14.8,6.7,56.6,na,2/14/1995,"2016: Rd 2, Pk 51 (NYJ)"
1051,Travis Wilson,UTAH,2013,57.7,-11.8,348,4.6,1.4,13.8,-11.1,0.6,41.3,na,12/14/1993,na
1052,C.J. Brown,MD,2013,57.6,6.0,446,22.2,24.2,11.5,-14.1,0.6,53.5,na,na,na
1053,Sefo Liufau,COLO,2013,57.1,-6.5,319,6.1,15.0,-4.1,-7.2,2.3,44.8,na,10/29/1994,na
1054,Baker Mayfield,TTU,2013,56.8,-3.0,459,14.9,30.1,-3.4,-13.1,1.4,48.3,"6' 1"", 215 lbs",4/14/1995 (25),"2018: Rd 1, Pk 1 (CLE)"
1055,Eric Soza,UTSA,2013,56.7,15.7,518,31.8,23.9,13.1,-7.2,2.1,57.8,na,na,na
1056,Adam Kennedy,ARST,2013,56.7,15.9,504,33.7,41.1,12.9,-17.3,-3.1,58.1,na,na,na
1057,Jared Goff,CAL,2013,55.8,-4.8,627,20.0,37.0,0.1,-20.4,3.4,48.0,"6' 4"", 222 lbs",10/14/1994 (25),"2016: Rd 1, Pk 1 (LAR)"
1058,Tyler Tettleton,OHIO,2013,55.6,23.4,448,35.7,40.8,2.0,-10.0,3.0,63.3,na,na,na
1059,Derek Thompson,UNT,2013,55.3,21.7,502,38.8,44.7,-2.4,-5.8,2.1,61.0,na,na,na
1060,Logan Kilgore,MTSU,2013,55.3,15.8,421,29.9,32.7,0.7,-6.7,3.2,59.6,na,5/24/1990,na
1061,Austyn Carta-Samuels,VAN,2013,55.1,5.8,381,19.7,27.0,4.3,-11.4,-0.2,53.9,na,na,na
1062,Casey Pachall,TCU,2013,54.2,-4.9,287,8.4,10.3,2.4,-5.5,1.2,45.6,na,na,na
1063,T.O. Owens,TOL,2013,53.8,4.4,403,19.9,23.5,1.3,-4.3,-0.4,52.8,na,na,na
1064,Clint Trickett,WVU,2013,53.8,-15.9,295,-1.6,7.7,-4.4,-11.7,6.9,36.3,na,na,na
1065,Sean Schroeder,HAW,2013,52.6,19.1,464,34.3,46.5,-2.8,-13.7,4.2,60.5,na,na,na
1066,Kolton Browning,ULM,2013,51.3,2.4,472,20.3,30.3,1.0,-12.5,1.3,51.3,na,na,na
1067,Sam B. Richardson,ISU,2013,51.1,-9.4,332,5.9,10.9,9.8,-13.3,-1.4,42.7,na,na,na
1068,Logan Thomas,VT,2013,50.6,-10.4,602,16.9,35.5,-1.0,-20.9,2.7,45.5,"6' 6"", 250 lbs",7/1/1991 (29),"2014: Rd 4, Pk 120 (ARI)"
1069,Brandon Doughty,WKU,2013,49.7,13.9,448,32.0,48.0,-3.8,-13.0,0.8,58.0,na,10/6/1991,"2016: Rd 7, Pk 223 (MIA)"
1070,Jaquez Johnson,FAU,2013,48.7,9.8,458,26.4,21.4,18.5,-15.1,1.6,55.5,na,na,na
1071,Gary Nova,RUTG,2013,48.0,-3.1,389,12.5,33.1,-6.3,-13.4,-0.7,47.9,na,na,na
1072,Colin Reardon,KENT,2013,47.8,5.7,439,22.9,26.5,2.9,-7.6,1.2,53.4,na,na,na
1073,Jonathan Perry,UAB,2013,47.6,3.9,250,10.2,8.4,8.8,-7.4,0.1,54.0,na,na,na
1074,Andrew McDonald,NMSU,2013,47.5,4.8,475,20.4,32.6,-1.9,-11.3,1.1,52.6,na,na,na
1075,Jameill Showers,UTEP,2013,47.3,10.3,272,19.6,16.7,10.1,-10.8,3.5,59.7,na,9/6/1991,na
1076,Vad Lee,GT,2013,47.1,-24.7,391,-5.0,15.0,-14.5,-8.0,2.4,34.1,na,na,na
1077,Tyler Murphy,FLA,2013,47.0,-16.9,270,-3.1,7.4,5.2,-14.8,-1.0,34.3,na,1/12/1992,na
1078,John O'Korn,HOU,2013,46.2,-16.7,566,9.1,28.3,-6.3,-17.1,4.1,42.4,na,na,na
1079,Joe Licata,BUFF,2013,45.4,5.2,474,19.8,29.1,-3.3,-10.3,4.5,52.9,na,11/16/1992,na
1080,Quinn Kaehler,SDSU,2013,45.2,10.3,475,27.4,47.5,-1.5,-20.5,1.7,55.6,na,na,na
1081,Garrett Grayson,CSU,2013,44.3,5.0,581,27.6,39.2,0.7,-12.7,0.3,52.2,na,5/29/1991,"2015: Rd 3, Pk 75 (NO)"
1082,Kyle Pohl,AKR,2013,43.6,-2.0,511,19.7,24.3,4.5,-13.6,4.4,49.0,na,na,na
1083,Cooper Rush,CMU,2013,42.5,3.7,363,17.7,31.8,2.1,-17.6,1.4,52.7,na,11/21/1993,na
1084,Trevone Boykin,TCU,2013,41.9,-25.3,313,-9.1,2.2,-1.6,-11.3,1.6,30.2,na,8/22/1993,na
1085,Pete Thomas,NCST,2013,40.5,-14.7,348,1.6,11.4,5.2,-15.0,0.0,39.2,na,na,na
1086,Tyler Jones,TXST,2013,40.5,-0.4,271,11.0,15.4,1.8,-6.1,0.0,49.6,na,na,na
1087,Tyler Benz,EMU,2013,40.4,-1.5,280,9.2,18.3,1.6,-11.7,1.0,48.6,na,na,na
1088,Tanner Price,WAKE,2013,39.7,-26.0,533,-0.3,3.4,10.2,-14.9,0.8,37.6,na,na,na
1089,Darell Garretson,USU,2013,38.7,-4.3,290,7.8,24.3,-6.3,-11.4,1.2,46.2,na,na,na
1090,Taylor McHargue,RICE,2013,38.3,-19.0,520,5.3,22.7,4.9,-22.5,0.5,40.6,na,na,na
1091,Danny Etling,PUR,2013,38.2,-28.9,331,-8.2,7.2,0.4,-15.4,-0.3,28.7,na,7/22/1994,"2018: Rd 7, Pk 219 (NE)"
1092,David Watford,UVA,2013,38.2,-39.8,566,-10.7,0.5,-2.0,-11.4,2.0,32.5,na,6/16/1993,na
1093,Paxton Lynch,MEM,2013,36.1,-23.7,468,-1.0,9.7,4.4,-16.9,2.1,37.2,na,2/12/1994,"2016: Rd 1, Pk 26 (DEN)"
1094,Brandon Mitchell,NCST,2013,35.4,-22.7,253,-7.1,1.6,-2.1,-7.3,0.7,28.2,na,na,na
1095,Cody Green,TLSA,2013,34.0,-15.9,266,-2.6,6.8,-9.8,-2.4,2.8,35.0,na,na,na
1096,Nick Montana,TULN,2013,33.4,-19.6,383,-1.0,8.9,0.5,-13.1,2.9,37.0,na,na,na
1097,Ryan Higgins,LT,2013,31.2,-18.4,370,-0.6,11.5,-0.5,-16.1,4.5,37.3,na,na,na
1098,Ronnie Bell,GAST,2013,31.0,-17.3,498,5.5,15.4,7.2,-16.5,-0.4,41.1,na,na,na
1099,Zach Terrell,WMU,2013,30.9,-15.9,330,-0.1,8.8,0.4,-10.7,1.7,37.7,na,5/1/1993,na
1100,Taylor Davis,IDHO,2013,30.3,-19.6,286,-3.9,-2.4,4.0,-6.5,1.0,32.9,na,na,na
1101,Allan Bridgford,USM,2013,27.0,-23.1,241,-9.9,-3.6,-2.2,-7.0,2.8,27.0,na,na,na
1102,Angel Santiago,ARMY,2013,26.2,-16.1,282,-2.1,5.7,-1.9,-5.4,-0.6,35.6,na,na,na
1103,Chad Chalich,IDHO,2013,24.1,-23.6,298,-6.1,7.9,1.4,-14.4,-1.0,30.5,na,na,na
1104,Jake Heaps,KU,2013,23.9,-44.7,327,-23.1,-5.3,-4.1,-15.8,2.1,19.5,na,6/19/1991,na
1105,A.J. Doyle,UMASS,2013,22.0,-32.7,321,-14.3,-1.4,-7.3,-6.4,0.9,25.8,na,na,na
1106,Nick Mullens,USM,2013,21.1,-31.4,330,-9.2,1.6,-0.9,-10.4,0.6,27.1,"6' 1"", 210 lbs",3/21/1995 (25),na
1107,Austin Boucher,M-OH,2013,12.3,-51.1,308,-29.1,-4.4,-10.2,-15.5,1.0,15.2,na,na,na
1108,Marcus Mariota,ORE,2014,91.3,118.8,641,122.4,90.3,53.5,-19.2,-2.2,87.3,"6' 4"", 222 lbs",10/30/1993 (26),"2015: Rd 1, Pk 2 (TEN)"
1109,J.T. Barrett,OSU,2014,87.1,78.9,518,84.5,46.3,50.6,-13.7,1.3,83.0,na,1/23/1995,na
1110,Nick Marshall,AUB,2014,85.6,60.2,472,68.4,55.3,20.3,-7.3,0.1,79.0,na,6/30/1992,na
1111,Blake Sims,ALA,2014,84.4,49.5,512,66.3,65.0,12.2,-9.4,-1.5,73.2,na,1/3/1992,na
1112,Justin Thomas,GT,2014,83.8,47.0,406,58.8,32.2,32.5,-6.1,0.5,76.9,na,3/15/1994,na
1113,Connor Cook,MSU,2014,82.3,50.5,455,57.9,58.4,5.7,-6.3,0.2,76.0,na,1/29/1993,"2016: Rd 4, Pk 100 (OAK)"
1114,Hutson Mason,UGA,2014,81.9,27.4,354,37.1,40.4,5.5,-10.2,1.3,69.1,na,9/20/1991,na
1115,Kenny Hill,TA&M,2014,80.3,38.1,387,38.7,38.0,5.6,-5.7,0.8,73.6,na,na,na
1116,Tyler Murphy,BC,2014,80.1,44.6,451,60.6,17.2,56.4,-14.1,1.3,73.7,na,1/12/1992,na
1117,Cody Kessler,USC,2014,79.5,53.0,555,63.2,80.4,1.6,-17.0,-1.8,72.9,na,5/11/1993,"2016: Rd 3, Pk 93 (CLE)"
1118,Bryce Petty,BAY,2014,78.8,44.9,557,57.8,74.8,-2.3,-15.7,1.0,69.8,na,5/31/1991,"2015: Rd 4, Pk 103 (NYJ)"
1119,Jake Waters,KSU,2014,78.3,51.8,601,64.0,63.4,10.6,-17.0,7.2,71.0,na,3/20/1992,na
1120,Brandon Doughty,WKU,2014,77.7,90.2,628,102.3,110.0,4.2,-13.1,0.9,81.6,na,10/6/1991,"2016: Rd 7, Pk 223 (MIA)"
1121,Trevor Knight,OKLA,2014,77.2,25.2,407,33.6,23.9,14.4,-4.1,-0.5,65.6,na,10/3/1993,na
1122,Brett Hundley,UCLA,2014,77.0,44.0,591,64.1,55.7,34.8,-25.5,-0.8,68.4,"6' 3"", 226 lbs",6/15/1993 (27),"2015: Rd 5, Pk 147 (GB)"
1123,Jared Goff,CAL,2014,76.3,54.0,611,69.2,82.1,-0.4,-18.1,5.8,71.5,"6' 4"", 222 lbs",10/14/1994 (25),"2016: Rd 1, Pk 1 (LAR)"
1124,Dylan Thompson,SC,2014,75.8,30.7,561,52.5,58.8,2.2,-17.6,9.1,63.9,na,10/25/1991,na
1125,Jameis Winston,FSU,2014,74.6,31.3,569,51.7,66.1,-2.1,-12.7,0.4,63.9,"6' 4"", 231 lbs",1/6/1994 (26),"2015: Rd 1, Pk 1 (TB)"
1126,Dak Prescott,MSST,2014,74.5,48.3,644,63.3,42.7,33.0,-12.1,-0.3,68.5,"6' 2"", 235 lbs",7/29/1993 (27),"2016: Rd 4, Pk 135 (DAL)"
1127,Grant Hedrick,BSU,2014,73.7,63.7,615,74.8,69.8,18.0,-12.5,-0.4,74.6,na,na,na
1128,Trevone Boykin,TCU,2014,73.6,45.6,694,59.3,53.0,15.4,-12.4,3.3,66.5,na,8/22/1993,na
1129,Joshua Dobbs,TENN,2014,73.2,15.7,294,23.1,9.9,19.4,-8.3,2.1,63.6,"6' 3"", 216 lbs",1/26/1995 (25),"2017: Rd 4, Pk 135 (PIT)"
1130,Patrick Mahomes,TTU,2014,71.8,10.0,261,18.4,23.7,-0.5,-6.0,1.4,59.8,"6' 3"", 230 lbs",9/17/1995 (25),"2017: Rd 1, Pk 10 (KC)"
1131,Gary Nova,RUTG,2014,71.8,23.2,394,34.0,35.6,7.7,-9.2,-0.2,64.8,na,na,na
1132,Zach Terrell,WMU,2014,71.8,54.0,466,64.6,69.9,7.6,-14.7,1.7,76.9,na,5/1/1993,na
1133,Everett Golson,ND,2014,71.4,25.0,582,46.4,54.1,5.4,-18.7,5.3,61.0,na,na,na
1134,Chad Voytik,PITT,2014,71.1,26.6,445,42.3,37.3,16.3,-12.5,1.2,65.0,na,na,na
1135,Jake Rudock,IOWA,2014,70.5,37.9,439,52.5,49.0,9.8,-12.3,6.2,71.1,na,1/21/1993,"2016: Rd 6, Pk 191 (DET)"
1136,Gunner Kiel,CIN,2014,70.4,34.5,482,48.8,52.0,3.6,-10.5,3.8,67.8,na,na,na
1137,Mitch Leidner,MINN,2014,70.2,14.5,385,28.2,24.4,17.3,-14.9,1.4,59.7,na,1/17/1994,na
1138,Brandon Allen,ARK,2014,69.8,7.7,415,22.3,33.1,-3.5,-7.8,0.6,54.8,na,9/5/1992,"2016: Rd 6, Pk 201 (JAX)"
1139,Garrett Grayson,CSU,2014,69.4,43.2,504,53.2,73.7,-4.2,-18.5,2.2,70.9,na,5/29/1991,"2015: Rd 3, Pk 75 (NO)"
1140,Clint Trickett,WVU,2014,69.3,16.9,505,35.1,46.6,1.5,-21.7,8.8,58.6,na,na,na
1141,Kevin Hogan,STAN,2014,69.2,25.6,482,41.2,48.9,4.6,-13.9,1.6,63.4,na,10/20/1992,"2016: Rd 5, Pk 162 (KC)"
1142,Jacoby Brissett,NCST,2014,68.9,32.8,536,49.0,37.4,30.7,-21.8,2.3,65.4,"6' 4"", 238 lbs",12/11/1992 (27),"2016: Rd 3, Pk 91 (NE)"
1143,Rakeem Cato,MRSH,2014,68.9,71.1,605,78.8,65.7,23.6,-13.4,3.0,77.2,na,na,na
1144,Taylor Lamb,APP,2014,68.0,55.6,430,61.9,43.6,18.3,-4.2,4.1,79.3,na,na,na
1145,Marquise Williams,UNC,2014,67.9,31.7,672,51.4,44.5,19.4,-16.5,3.9,62.0,na,10/5/1992,na
1146,Shane Carden,ECU,2014,67.5,42.9,780,69.8,85.8,-0.9,-20.7,5.8,63.9,na,11/6/1991,na
1147,Davis Webb,TTU,2014,66.8,18.1,393,32.3,33.4,2.2,-3.0,-0.3,61.7,na,1/22/1995,"2017: Rd 3, Pk 87 (NYG)"
1148,Brad Kaaya,MIAMI,2014,66.1,12.7,434,27.6,40.3,0.2,-12.6,-0.5,57.5,na,9/3/1995,"2017: Rd 6, Pk 215 (DET)"
1149,Drew Hare,NIU,2014,66.1,48.7,513,61.9,42.9,28.4,-8.7,-0.7,72.8,na,na,na
1150,Cody Fajardo,NEV,2014,65.1,47.9,628,71.0,39.1,42.2,-13.7,3.0,68.8,na,3/29/1992,na
1151,Travis Wilson,UTAH,2014,64.7,14.3,453,32.3,39.7,6.1,-14.4,1.1,58.1,na,12/14/1993,na
1152,Kevin Ellison,GASO,2014,64.5,31.7,319,39.5,18.8,23.5,-2.8,-0.2,73.7,na,na,na
1153,Tommy Armstrong Jr.,NEB,2014,64.3,19.7,548,37.1,28.1,19.5,-11.6,0.9,59.2,na,11/8/1993,na
1154,Taylor Kelly,ASU,2014,64.1,17.1,401,32.2,37.6,11.3,-19.4,2.7,60.9,na,na,na
1155,Will Gardner,LOU,2014,64.1,2.3,262,13.2,24.4,-2.0,-10.3,1.0,52.3,na,na,na
1156,Connor Halliday,WSU,2014,63.4,22.2,599,41.4,54.2,-3.0,-13.7,4.0,59.5,na,na,na
1157,Sam B. Richardson,ISU,2014,62.0,10.2,604,33.2,29.2,14.1,-15.7,5.6,54.4,na,na,na
1158,Derrius Vick,OHIO,2014,61.5,19.1,254,23.5,14.7,12.4,-5.5,1.9,68.6,na,na,na
1159,Justin Holman,UCF,2014,61.4,21.3,545,39.4,43.4,9.1,-14.0,0.8,60.0,na,na,na
1160,Anthony Boone,DUKE,2014,61.3,11.4,584,33.5,22.4,20.2,-10.8,1.7,55.1,na,10/29/1991,na
1161,Patrick Towles,UK,2014,61.2,-5.6,567,17.2,21.5,15.5,-21.6,1.8,47.4,na,na,na
1162,Sefo Liufau,COLO,2014,61.1,18.0,622,41.5,44.1,4.8,-11.3,4.0,57.5,na,10/29/1994,na
1163,Justin Worley,TENN,2014,60.2,-10.5,318,3.9,22.7,2.6,-20.1,-1.5,41.5,na,11/20/1992,na
1164,Cooper Rush,CMU,2014,60.0,37.9,470,50.4,64.3,4.6,-24.3,5.6,69.8,na,11/21/1993,na
1165,Anu Solomon,ARIZ,2014,59.8,19.7,743,49.1,53.4,7.6,-23.9,12.1,56.8,na,na,na
1166,Luke Falk,WSU,2014,59.0,-4.8,295,7.2,19.0,-2.0,-11.4,1.4,45.8,na,12/28/1994,"2018: Rd 6, Pk 199 (TEN)"
1167,Greg Ward,HOU,2014,58.4,14.8,404,30.1,25.0,17.0,-13.8,1.6,59.4,"5' 11"", 190 lbs",7/12/1995 (25),na
1168,Paxton Lynch,MEM,2014,58.0,15.6,566,36.7,40.4,4.0,-10.8,3.1,57.1,na,2/12/1994,"2016: Rd 1, Pk 26 (DEN)"
1169,Kale Pearson,AFA,2014,57.9,25.6,371,37.8,31.7,11.2,-7.8,2.5,67.2,na,na,na
1170,Taylor Heinicke,ODU,2014,57.9,35.3,571,54.7,59.7,10.5,-19.8,4.4,65.6,na,3/15/1993,na
1171,Greyson Lambert,UVA,2014,57.8,-6.1,325,8.8,15.4,-2.2,-7.1,2.6,45.1,na,na,na
1172,Bo Wallace,MISS,2014,57.7,-9.5,541,13.9,36.7,-9.5,-15.8,2.5,45.5,na,na,na
1173,Jaquez Johnson,FAU,2014,57.6,27.5,461,44.7,37.5,14.8,-9.3,1.8,65.0,na,na,na
1174,Maty Mauk,MIZ,2014,57.4,2.8,577,27.1,28.5,13.0,-16.0,1.7,51.2,na,na,na
1175,Austin Grammer,MTSU,2014,57.1,27.8,506,42.4,33.2,23.9,-17.1,2.6,63.9,na,na,na
1176,Driphus Jackson,RICE,2014,56.8,23.8,478,37.9,45.6,7.5,-15.9,0.8,62.6,na,na,na
1177,Tyrone Swoopes,TEX,2014,56.7,-8.7,534,13.8,20.9,10.0,-17.3,0.3,45.8,na,11/14/1994,na
1178,Michael Cummings,KU,2014,55.1,-7.0,336,6.3,18.2,-1.0,-10.1,-0.8,44.6,na,na,na
1179,Lamar Jordan,UNM,2014,54.4,4.3,240,13.3,10.0,6.7,-4.0,0.7,54.7,na,10/2/1994,na
1180,Christian Stewart,BYU,2014,54.4,11.6,456,28.7,43.2,-1.1,-14.8,1.3,56.6,na,na,na
1181,Terrance Broadway,ULL,2014,52.7,22.8,520,37.7,33.4,18.2,-13.4,-0.5,61.2,na,na,na
1182,Blake Frohnapfel,UMASS,2014,52.6,24.7,526,44.6,55.0,-2.9,-14.8,7.1,61.9,na,na,na
1183,Reilly O'Toole,ILL,2014,52.3,-11.0,324,3.7,8.1,7.0,-11.1,-0.2,41.3,na,na,na
1184,Nick Arbuckle,GAST,2014,51.9,19.0,544,35.3,43.4,0.2,-14.5,6.2,59.0,na,na,na
1185,Wes Lunt,ILL,2014,51.7,10.3,281,21.6,32.3,-3.6,-7.9,1.1,59.4,na,10/7/1993,na
1186,Devin Gardner,MICH,2014,51.7,-12.4,403,5.8,12.6,7.9,-16.0,1.4,42.1,na,12/14/1991,na
1187,Cody Sokol,LT,2014,51.4,22.0,557,39.3,44.3,1.8,-11.2,4.5,60.1,na,na,na
1188,Joe Licata,BUFF,2014,51.2,28.8,420,38.8,40.2,4.0,-10.4,5.1,67.1,na,11/16/1992,na
1189,C.J. Brown,MD,2014,50.5,-21.6,550,4.0,7.0,17.5,-21.1,0.5,39.9,na,na,na
1190,Cyler Miles,WASH,2014,50.0,-3.0,485,15.8,36.9,-8.5,-13.2,0.3,48.4,na,na,na
1191,Dane Evans,TLSA,2014,49.8,-5.9,583,17.2,28.2,0.1,-12.6,1.0,47.4,na,11/19/1993,na
1192,Sean Mannion,ORST,2014,48.6,-10.2,560,13.6,35.4,-4.0,-22.6,5.1,45.3,"6' 6"", 230 lbs",4/25/1992 (28),"2015: Rd 3, Pk 89 (STL)"
1193,Daxx Garman,OKST,2014,48.4,-6.5,362,8.4,19.2,1.9,-15.8,3.1,45.4,na,na,na
1194,Logan Woodside,TOL,2014,48.3,10.7,386,24.6,32.5,-6.5,-6.0,4.5,57.2,"6' 1"", 213 lbs",1/27/1995 (25),"2018: Rd 7, Pk 249 (CIN)"
1195,Michael Brewer,VT,2014,47.9,-12.0,593,15.1,25.9,10.5,-25.6,4.1,44.8,na,na,na
